easy,"### Problem Statement: Remove Duplicates from Sorted Array

Given a sorted array `nums` of integers, remove the duplicates **in-place** such that each element appears only once and returns the new length of the array. Do not allocate extra space for another array, you must do this by modifying the input array in-place with O(1) extra memory.

**Example Input and Output:**

- Input: `nums = [1,1,2]`
- Output: Length = 2, nums = [1,2,_]
- Explanation: Your function should return length = 2, with the first two elements of `nums` being 1 and 2 respectively. The order of elements can be changed. It doesn't matter what you leave beyond the returned length.

**Expected Input Format:**

The only input to your function will be an array of integers, where each integer is separated by a comma.

```
function removeDuplicates(nums) {
  // Your code here
}
```

- **`nums`** is an array of integers (e.g., `[0,0,1,1,1,2,2,3,3,4]`).

Note: The array `nums` is sorted in non-decreasing order.","{'input': '```nums = [0,1,2,3,4]```', 'output': '```Length = 5, nums = [0,1,2,3,4,_]```'}"
easy,"### Problem Statement: Remove Duplicates from Sorted Array

Given a sorted array `nums` of integers, remove the duplicates **in-place** such that each element appears only once and returns the new length of the array. Do not allocate extra space for another array, you must do this by modifying the input array in-place with O(1) extra memory.

**Example Input and Output:**

- Input: `nums = [1,1,2]`
- Output: Length = 2, nums = [1,2,_]
- Explanation: Your function should return length = 2, with the first two elements of `nums` being 1 and 2 respectively. The order of elements can be changed. It doesn't matter what you leave beyond the returned length.

**Expected Input Format:**

The only input to your function will be an array of integers, where each integer is separated by a comma.

```
function removeDuplicates(nums) {
  // Your code here
}
```

- **`nums`** is an array of integers (e.g., `[0,0,1,1,1,2,2,3,3,4]`).

Note: The array `nums` is sorted in non-decreasing order.","{'input': '```nums = [1,1,2,2,3,3,4,4,5,5]```', 'output': '```Length = 5, nums = [1,2,3,4,5,_]```'}"
easy,"### Problem Statement: Remove Duplicates from Sorted Array

Given a sorted array `nums` of integers, remove the duplicates **in-place** such that each element appears only once and returns the new length of the array. Do not allocate extra space for another array, you must do this by modifying the input array in-place with O(1) extra memory.

**Example Input and Output:**

- Input: `nums = [1,1,2]`
- Output: Length = 2, nums = [1,2,_]
- Explanation: Your function should return length = 2, with the first two elements of `nums` being 1 and 2 respectively. The order of elements can be changed. It doesn't matter what you leave beyond the returned length.

**Expected Input Format:**

The only input to your function will be an array of integers, where each integer is separated by a comma.

```
function removeDuplicates(nums) {
  // Your code here
}
```

- **`nums`** is an array of integers (e.g., `[0,0,1,1,1,2,2,3,3,4]`).

Note: The array `nums` is sorted in non-decreasing order.","{'input': '```nums = [1,1,1,1,1,1,1,1,1,1]```', 'output': '```Length = 1, nums = [1,_]```'}"
easy,"### Problem Statement: Remove Duplicates from Sorted Array

Given a sorted array `nums` of integers, remove the duplicates **in-place** such that each element appears only once and returns the new length of the array. Do not allocate extra space for another array, you must do this by modifying the input array in-place with O(1) extra memory.

**Example Input and Output:**

- Input: `nums = [1,1,2]`
- Output: Length = 2, nums = [1,2,_]
- Explanation: Your function should return length = 2, with the first two elements of `nums` being 1 and 2 respectively. The order of elements can be changed. It doesn't matter what you leave beyond the returned length.

**Expected Input Format:**

The only input to your function will be an array of integers, where each integer is separated by a comma.

```
function removeDuplicates(nums) {
  // Your code here
}
```

- **`nums`** is an array of integers (e.g., `[0,0,1,1,1,2,2,3,3,4]`).

Note: The array `nums` is sorted in non-decreasing order.","{'input': '```nums = [1,2,2,3,3,3,4,4,4,4]```', 'output': '```Length = 4, nums = [1,2,3,4,_]```'}"
easy,"### Problem Statement: Remove Duplicates from Sorted Array

Given a sorted array `nums` of integers, remove the duplicates **in-place** such that each element appears only once and returns the new length of the array. Do not allocate extra space for another array, you must do this by modifying the input array in-place with O(1) extra memory.

**Example Input and Output:**

- Input: `nums = [1,1,2]`
- Output: Length = 2, nums = [1,2,_]
- Explanation: Your function should return length = 2, with the first two elements of `nums` being 1 and 2 respectively. The order of elements can be changed. It doesn't matter what you leave beyond the returned length.

**Expected Input Format:**

The only input to your function will be an array of integers, where each integer is separated by a comma.

```
function removeDuplicates(nums) {
  // Your code here
}
```

- **`nums`** is an array of integers (e.g., `[0,0,1,1,1,2,2,3,3,4]`).

Note: The array `nums` is sorted in non-decreasing order.","{'input': '```nums = [0,0,0,1,1,2,2,2,3,3,4,5,5]```', 'output': '```Length = 6, nums = [0,1,2,3,4,5,_]```'}"
easy,"### Problem Statement: Merge Sorted Arrays

You are given two sorted arrays, `array1` and `array2`, where `array1` has a large enough size to hold the contents of both `array1` and `array2`. Initially, `array1` contains `m` elements, and the rest of the array is filled with `0`'s, which are placeholders for the elements of `array2`. The array `array2` contains `n` elements. Your task is to merge these arrays into a single array that is sorted in non-decreasing order. Modify `array1` in-place, integrating all elements of `array2`, such that the merged array is sorted.

#### Expected Input Format

- The first line contains an integer `m`, the number of elements in `array1` excluding the placeholders.
- The second line contains `m` space-separated integers, elements of `array1`.
- The third line contains an integer `n`, the number of elements in `array2`.
- The fourth line contains `n` space-separated integers, elements of `array2`.

#### Example

**Input:**

```
3
1 2 3 0 0 0
3
2 5 6
```

**Explanation:**

- `array1 = [1, 2, 3, 0, 0, 0]`, `m = 3` (excluding the placeholders).
- `array2 = [2, 5, 6]`, `n = 3`.

**Output:**

```
[1, 2, 2, 3, 5, 6]
```

**Explanation:** After merging and sorting, all elements from both arrays are incorporated into `array1`, which becomes `[1, 2, 2, 3, 5, 6]`.","{'input': '```24 5 0 0 031 2 3```', 'output': '```[1, 2, 3, 4, 5]```'}"
easy,"### Problem Statement: Merge Sorted Arrays

You are given two sorted arrays, `array1` and `array2`, where `array1` has a large enough size to hold the contents of both `array1` and `array2`. Initially, `array1` contains `m` elements, and the rest of the array is filled with `0`'s, which are placeholders for the elements of `array2`. The array `array2` contains `n` elements. Your task is to merge these arrays into a single array that is sorted in non-decreasing order. Modify `array1` in-place, integrating all elements of `array2`, such that the merged array is sorted.

#### Expected Input Format

- The first line contains an integer `m`, the number of elements in `array1` excluding the placeholders.
- The second line contains `m` space-separated integers, elements of `array1`.
- The third line contains an integer `n`, the number of elements in `array2`.
- The fourth line contains `n` space-separated integers, elements of `array2`.

#### Example

**Input:**

```
3
1 2 3 0 0 0
3
2 5 6
```

**Explanation:**

- `array1 = [1, 2, 3, 0, 0, 0]`, `m = 3` (excluding the placeholders).
- `array2 = [2, 5, 6]`, `n = 3`.

**Output:**

```
[1, 2, 2, 3, 5, 6]
```

**Explanation:** After merging and sorting, all elements from both arrays are incorporated into `array1`, which becomes `[1, 2, 2, 3, 5, 6]`.","{'input': '```31 3 5 0 0 032 4 6```', 'output': '```[1, 2, 3, 4, 5, 6]```'}"
easy,"### Problem Statement: Merge Sorted Arrays

You are given two sorted arrays, `array1` and `array2`, where `array1` has a large enough size to hold the contents of both `array1` and `array2`. Initially, `array1` contains `m` elements, and the rest of the array is filled with `0`'s, which are placeholders for the elements of `array2`. The array `array2` contains `n` elements. Your task is to merge these arrays into a single array that is sorted in non-decreasing order. Modify `array1` in-place, integrating all elements of `array2`, such that the merged array is sorted.

#### Expected Input Format

- The first line contains an integer `m`, the number of elements in `array1` excluding the placeholders.
- The second line contains `m` space-separated integers, elements of `array1`.
- The third line contains an integer `n`, the number of elements in `array2`.
- The fourth line contains `n` space-separated integers, elements of `array2`.

#### Example

**Input:**

```
3
1 2 3 0 0 0
3
2 5 6
```

**Explanation:**

- `array1 = [1, 2, 3, 0, 0, 0]`, `m = 3` (excluding the placeholders).
- `array2 = [2, 5, 6]`, `n = 3`.

**Output:**

```
[1, 2, 2, 3, 5, 6]
```

**Explanation:** After merging and sorting, all elements from both arrays are incorporated into `array1`, which becomes `[1, 2, 2, 3, 5, 6]`.","{'input': '```00```', 'output': '```[]```'}"
easy,"### Problem Statement: Merge Sorted Arrays

You are given two sorted arrays, `array1` and `array2`, where `array1` has a large enough size to hold the contents of both `array1` and `array2`. Initially, `array1` contains `m` elements, and the rest of the array is filled with `0`'s, which are placeholders for the elements of `array2`. The array `array2` contains `n` elements. Your task is to merge these arrays into a single array that is sorted in non-decreasing order. Modify `array1` in-place, integrating all elements of `array2`, such that the merged array is sorted.

#### Expected Input Format

- The first line contains an integer `m`, the number of elements in `array1` excluding the placeholders.
- The second line contains `m` space-separated integers, elements of `array1`.
- The third line contains an integer `n`, the number of elements in `array2`.
- The fourth line contains `n` space-separated integers, elements of `array2`.

#### Example

**Input:**

```
3
1 2 3 0 0 0
3
2 5 6
```

**Explanation:**

- `array1 = [1, 2, 3, 0, 0, 0]`, `m = 3` (excluding the placeholders).
- `array2 = [2, 5, 6]`, `n = 3`.

**Output:**

```
[1, 2, 2, 3, 5, 6]
```

**Explanation:** After merging and sorting, all elements from both arrays are incorporated into `array1`, which becomes `[1, 2, 2, 3, 5, 6]`.","{'input': '```410 20 30 40 0 0 0315 25 35```', 'output': '```[10, 15, 20, 25, 30, 35, 40]```'}"
easy,"### Problem Statement: Merge Sorted Arrays

You are given two sorted arrays, `array1` and `array2`, where `array1` has a large enough size to hold the contents of both `array1` and `array2`. Initially, `array1` contains `m` elements, and the rest of the array is filled with `0`'s, which are placeholders for the elements of `array2`. The array `array2` contains `n` elements. Your task is to merge these arrays into a single array that is sorted in non-decreasing order. Modify `array1` in-place, integrating all elements of `array2`, such that the merged array is sorted.

#### Expected Input Format

- The first line contains an integer `m`, the number of elements in `array1` excluding the placeholders.
- The second line contains `m` space-separated integers, elements of `array1`.
- The third line contains an integer `n`, the number of elements in `array2`.
- The fourth line contains `n` space-separated integers, elements of `array2`.

#### Example

**Input:**

```
3
1 2 3 0 0 0
3
2 5 6
```

**Explanation:**

- `array1 = [1, 2, 3, 0, 0, 0]`, `m = 3` (excluding the placeholders).
- `array2 = [2, 5, 6]`, `n = 3`.

**Output:**

```
[1, 2, 2, 3, 5, 6]
```

**Explanation:** After merging and sorting, all elements from both arrays are incorporated into `array1`, which becomes `[1, 2, 2, 3, 5, 6]`.","{'input': '```5-5 0 5 10 15 0 0 0 0 05-10 -2 2 18 20```', 'output': '```[-10, -5, -2, 0, 2, 5, 10, 15, 18, 20]```'}"
